site,departure,country,destinations
sunweb,Köpenhamn,Grekland,"Acharavi,Agios Georgios Pagon,Agios Gordios,Agios Ioannis,Agios Markos,Agios Spyridon,Barbati,Danillia,Dassia,Glyfada,Gouvia,Ipsos,Kanoni,Kontokali,Liapades,Messonghi ,Moraitika,Roda,Sidari,Kardamena,Kos stad,Marmari,Mastichari,Tigaki,Agia Pelagia,Agios Nikolaos,Amnissos,Amoudara,Analipsi,Anissaras,Bali,Chania - Agia Marina,Chania - Agioi Apostoloi,Chania - Daratso ,Chania - Gerani,Chania - Kalamaki ,Chania - Kolymbari,Chania - Maleme,Chania - Platanias,Chania - Stalos,Chania - Stavros,Elounda,Fodele,Georgioupolis,Gournes,Gouves,Heraklion,Hersonissos,Kalives,Kokkini Hani,Koutouloufari,Malia,Piskopiano,Rethymnon,Sissi,Stalis,Faliraki,Gennadi,Ialyssos,Ixia,Kalathos,Kalithea,Kiotari ,Kolymbia,Ladiko,Lahania,Lardos,Lindos,Pefki,Rhodos-Stad,Agios Sostis,Alykanas,Argassi,Kalamaki,Kipséli,Laganás,Limni Keri,Tsilivi,Zakynthos stad"
sunweb,Köpenhamn,Italien,"Campofelice di Roccella,Cefalu,Fly & Drive Sicilien,Giardini Naxos,Letojanni,Taormina,Taormina Mare"
sunweb,Köpenhamn,Marocko,"Agadir,Taghazout,Marrakech"
sunweb,Köpenhamn,Portugal,"Albufeira,Alvor,Carvoeiro,Lagos,Olhos d'Agua,Praia da Rocha,Tavira,Vilamoura,Cascais,Lissabon,Calheta,Caniço,Fly & Drive Madeira,Funchal,Santa Cruz"
sunweb,Köpenhamn,Spanien,"Barcelona,Calella,Lloret de Mar,Malgrat de Mar,Pineda de Mar,Santa Susanna,Almuñecar,Benahavís,Benalmádena,Estepona,Fly & Drive Andalusien,Fuengirola,Málaga,Manilva,Marbella,Motril,Nerja,Puerto Banus,Torremolinos,Torrox Costa,Arguineguin,Las Palmas ,Maspalomas,Playa Amadores,Playa del Ingles,Playa Meloneras,Playa Taurito,Puerto de Mogán,Puerto Rico,San Agustin,Costa Teguise,Playa Blanca,Puerto del Carmen,Alcudia,Alcudia - Playa de Muro,Cala d'Or,Cala Viñas,Calas de Mallorca,Ca'n Picafort,Flyg Mallorca,Magaluf - Calvia Beach,Palma Nova,Playa de Palma,Port de Soller,Porto Petro,Sa Coma,Callao Salvaje,Costa Adeje,Golf del Sur,La Caleta,Los Cristianos,Playa de la Arena,Playa de Las Americas,Puerto Santiago"
sunweb,Köpenhamn,Turkiet,"Bodrum,Bodrum - Akyarlar,Bodrum-Bitez,Bodrum-Gümbet,Bodrum-Torba,Bodrum-Turgutreis,Didim,Güvercinlik,Ortakent,Kusadasi,Özdere,Içmeler,Marmaris,Marmaris - Hisaronu,Alanya,Antalya - Lara,Belek,Side"
sunweb,Göteborg,Egypten,"El Gouna,Hurghada,Makadi Bay,Soma Bay"
sunweb,Göteborg,Grekland,"Patitiri,Ammoudia,Karavostasi,Parga,Sivota,Vrachos,Chania - Agia Marina,Chania - Agioi Apostoloi,Chania - Daratso ,Chania - Gerani,Chania - Kalamaki ,Chania - Kolymbari,Chania - Maleme,Chania - Platanias,Chania - Stalos,Chania - Stavros,Georgioupolis,Kalives,Rethymnon,Agios Ioannis,Lygia,Nidri,Nikiana,Perigiali,Faliraki,Gennadi,Ialyssos,Ixia,Kalathos,Kalithea,Kiotari ,Kolymbia,Ladiko,Lahania,Lardos,Lindos,Pefki,Rhodos-Stad,Agios Konstantinos,Ireon,Karlovassi,Kerveli,Kokkari,Mycali,Psili Ammos,Pythagorion,Samos Stad,Votsalakia,Achladies,Agia Paraskevi,Kanapitsa,Koukounaries,Megali Ammos,Skiathos-Stad,Vassilias,Skopelos stad,Stafylos,Agios Sostis,Alykanas,Argassi,Kalamaki,Kipséli,Laganás,Limni Keri,Porto Koukla,Tsilivi,Zakynthos stad"
sunweb,Göteborg,Marocko,"Agadir,Marrakech"
sunweb,Göteborg,Spanien,"Albir,Alicante,Benidorm,Calpe,El Campello,Moraira/Calpe,Barcelona,Calella,Lloret de Mar,Malgrat de Mar,Pineda de Mar,Santa Susanna,Almuñecar,Benahavís,Benalmádena,Estepona,Fly & Drive Andalusien,Fuengirola,Málaga,Manilva,Marbella,Motril,Nerja,Puerto Banus,Torremolinos,Torrox Costa,Arguineguin,Las Palmas ,Maspalomas,Playa del Ingles,Playa Meloneras,Playa Taurito,Puerto de Mogán,Puerto Rico,San Agustin,Alcudia,Alcudia - Playa de Muro,Cala d'Or,Cala Viñas,Calas de Mallorca,Ca'n Picafort,Flyg Mallorca,Magaluf - Calvia Beach,Palma Nova,Playa de Palma,Port de Soller,Porto Petro,Sa Coma,Callao Salvaje,Costa Adeje,Golf del Sur,La Caleta,Los Cristianos,Playa de la Arena,Playa de Las Americas,Playa Paraiso,Puerto de la Cruz,Puerto Santiago"
sunweb,Göteborg,Turkiet,"Alanya,Antalya - Lara,Belek,Side"
sunweb,Växjö,Spanien,"Albir,Alicante,Benidorm,Calpe,El Campello,Moraira/Calpe,Almuñecar,Benahavís,Benalmádena,Estepona,Fly & Drive Andalusien,Fuengirola,Málaga,Manilva,Marbella,Motril,Nerja,Puerto Banus,Torremolinos,Torrox Costa,Alcudia,Alcudia - Playa de Muro,Cala d'Or,Cala Viñas,Ca'n Picafort,Flyg Mallorca,Magaluf - Calvia Beach,Palma Nova,Playa de Palma,Port de Soller,Porto Petro,Sa Coma"
sunweb,Stockholm-Nyköping Skavsta,Spanien,"Albir,Alicante,Benidorm,Calpe,El Campello,Moraira/Calpe,Almuñecar,Benahavís,Benalmádena,Estepona,Fly & Drive Andalusien,Fuengirola,Málaga,Manilva,Marbella,Motril,Nerja,Puerto Banus,Torremolinos,Torrox Costa,Alcudia,Alcudia - Playa de Muro,Cala d'Or,Cala Viñas,Calas de Mallorca,Ca'n Picafort,Flyg Mallorca,Magaluf - Calvia Beach,Palma Nova,Playa de Palma,Port de Soller,Porto Petro,Sa Coma"
apollo,Stockholm,Grekland,"Kreta,Platanias,Georgioupolis,Kolymbari,Kastelli,Rethymnon stad,Rethymnon kust,Anissaras,Agios Nikolaos,Maleme,Kato Stalos,Almyrida & Kalives,Hersonissos,Stalis & Malia,Agia Marina,Gerani,Agii Apostoli,Gouves,Chania Stad,Ierapetra & Koutsounari,Plakias,Kokkini Chani,Paleochora,Topptursåkning,Skiathos,Vasilias,Skiathos Stad,Koukounaries,Megali Ammos,Achladies,Kanapitsa & Kalamaki,Aselinos,Kolios,Agia Paraskevi,Troulos,Rhodos,Afandou & Kolymbia,Lindos,Ialyssos,Ixia & Kremasti,Kalithea & Faliraki,Rhodos stad,Lardos,Kiotari & Pefkos,Sivota,Lefkas,Parga,Kanali,Paleros,Mytikas,Zakynthos,Argassi,Tsilivi,Kalamaki,Laganas,Tragaki,Alykes,Thessaloniki,Tilos,Kos,Kardamena,Kos stad,Tigaki & Marmari,Psalidi,Lambi,Kalymnos,Leros,Ioannina,Alonissos,Samos,Kokkari,Pythagorion,Samos stad,Votsalakia,Karlovassi,Santorini,Kamari & Agia Paraskevi,Perivolos & Perissa,Caldera,Vlychada,Naxos,Naxos stad,Agia Anna,Agios Prokopios,Plaka Beach & Mikri Vigla,Paros,Skopelos,Karpathos,Amopi,Karpathos stad,Lefkos,Lesvos,Plomari,Molyvos,Petra,Mitilini,Limnos,Zagoria,Ammoudia,Ios,Antiparos,Symi,Perdika & Karavostasi,Preveza,Korfu,Agios Georgios,Agios Ioannis Peristeron,Moraitika,Gouvia & Kontokali,Benitses,Sidari,Barbati,Korfu Stad,Dassia & Ipsos,Paxos,Pserimos,Vrachos,Parnassos,Aten"
apollo,Stockholm,Frankrike,"Nice,Paris,Korsika"
apollo,Stockholm,Spanien,"Madrid,Barcelona,Alicante,Ibiza,Costa del Sol,Estepona,Torremolinos & Benalmadena,Fuengirola,Nerja,Benamocarra & Viñuela,Marbella & Puerto Banus,Malaga,Mallorca,Alcudia & Playa de Muro,Cala Millor,Playa de Palma,Palma,Palma Nova & Magaluf,Puerto de Sóller,Menorca,Fuerteventura,Corralejo,El Cotillo & Majanicho,Playitas Resort,Caleta de Fuste,Costa Calma & Tarajalejo,Jandia,Gran Canaria,Puerto de Mogán & Taurito,San Agustín,Las Palmas,Maspalomas,Playa del Inglés,Puerto Rico,Salobre,Meloneras,Playa de Amadores,Arguineguin/Patalavaca,Bahia Feliz,Lanzarote,Playa Blanca,Puerto del Carmen,Teneriffa,Los Gigantes & Playa de la Arena,Puerto de la Cruz,Playa de las Americas,Los Cristianos,Callao Salvaje,Golf del Sur,Kryssningar,La Gomera"
apollo,Stockholm,Norge,"Oslo,"
apollo,Stockholm,Finland,"Helsingfors,"
apollo,Stockholm,Danmark,"Köpenhamn,"
apollo,Stockholm,Turkiet,"Istanbul,Alanya,Side,Erciyes"
apollo,Stockholm,Malta,"Malta,"
apollo,Stockholm,Estland,"Tallinn,"
apollo,Stockholm,Lettland,"Riga,"
apollo,Stockholm,Tjeckien,"Prag,"
apollo,Stockholm,Ungern,"Budapest,"
apollo,Stockholm,Irland,"Dublin,"
apollo,Stockholm,Italien,"Rom,Venedig,Florens,Pisa,Sardinien,Sicilien,Alagna"
apollo,Stockholm,Polen,"Gdansk,Krakow,Warszawa"
apollo,Stockholm,Storbritannien,"London,Edinburgh,Manchester"
apollo,Stockholm,Tyskland,"Berlin,"
apollo,Stockholm,Holland,"Amsterdam,"
apollo,Stockholm,Österrike,"Wien,"
apollo,Stockholm,Kroatien,"Dubrovnik,Brac,Makarska rivieran,Makarska,Tucepi,Podgora,Baska Voda,Split & Podstrana,Pula,Skärgårdskryssningar,Omis riviera"
apollo,Stockholm,Montenegro,"Tivat,"
apollo,Stockholm,Bulgarien,"Sunny Beach,Sveti Vlas,Nessebar,Sozopol,Bansko"
apollo,Stockholm,Portugal,"Estoril och Cascais,Ericeira,Vila Real de Santo Antonio,Lissabon,Paco de Arcos,Tavira,Albufeira,Madeira,Funchal"
apollo,Stockholm,Cypern,"Fig Tree Bay,Ayia Napa,Paphos,Limassol,Coral Bay"
apollo,Stockholm,Albanien,"Durres Riviera,Saranda"
apollo,Stockholm,Georgien,"Gudauri,"
apollo,Stockholm,Sydafrika,"Kapstaden,"
apollo,Stockholm,Tunisien,"Hammamet,Sousse"
apollo,Stockholm,Mauritius,"Mauritius,"
apollo,Stockholm,Egypten,"Hurghada,Sahl Hasheesh,Abu Soma"
apollo,Stockholm,Marocko,"Marrakech,Agadir"
apollo,Stockholm,Gambia,"Gambia,"
apollo,Stockholm,Japan,"Tokyo,Hokkaido"
apollo,Stockholm,Singapore,"Singapore,"
apollo,Stockholm,Förenade Arabemiraten,"Ajman,Dubai,Jumeirah Beach & Dubai Marina,Dubai Jebel Ali,Bur Dubai & Deira,Dubai Palm Jumeirah,Dubai Al Barsha & Barsha Heights,Ras Al Khaimah"
apollo,Stockholm,Thailand,"Hua Hin,Phuket,Kata Beach,Kata Noi Beach,Nai Harn Beach,Thalang,Karon Beach,Bangtao Beach,Khao Lak,Bangkok,Koh Lanta,Krabi,Ao Nang,Klong Muang"
apollo,Stockholm,Malaysia,"Langkawi,"
apollo,Stockholm,Maldiverna,"Maldiverna,"
apollo,Stockholm,Indonesien,"Bali,"
apollo,Stockholm,Sri Lanka,"Kosgoda,Galle,Negombo,Hikkaduwa"
apollo,Stockholm,Vietnam,"Saigon,Phan Thiet"
apollo,Stockholm,Indien,"Goa,"
apollo,Stockholm,USA,"New York,Fort Lauderdale,Miami,Washington,San Francisco,Los Angeles,Boston,Chicago"
apollo,Stockholm,Mexiko,"Cancun,Costa Mujeres"
apollo,Stockholm,Aruba,"Aruba,"
apollo,Stockholm,St Martin,"St Martin,"
apollo,Stockholm,Curaçao,"Curaçao,"
apollo,Stockholm,Dominikanska republiken,"Punta Cana,"
apollo,Stockholm,Costa Rica,"Costa Rica,"
apollo,Stockholm,Kanada,"British Columbia,"
apollo,Stockholm,Brasilien,"Rio de Janeiro,"
apollo,Göteborg,Grekland,"Kreta,Platanias,Rethymnon stad,Georgioupolis,Kolymbari,Rethymnon kust,Kastelli,Anissaras,Hersonissos,Stalis & Malia,Agios Nikolaos,Agia Marina,Gerani,Kato Stalos,Maleme,Almyrida & Kalives,Gouves,Agii Apostoli,Chania Stad,Plakias,Ierapetra & Koutsounari,Kokkini Chani,Paleochora,Rhodos,Rhodos stad,Kalithea & Faliraki,Ialyssos,Ixia & Kremasti,Afandou & Kolymbia,Lindos,Lardos,Kiotari & Pefkos,Tilos,Karpathos,Karpathos stad,Amopi,Lefkos,Kos,Tigaki & Marmari,Kardamena,Kos stad,Lambi,Psalidi,Parga,Ioannina,Kalymnos,Sivota,Kanali,Leros,Samos,Kokkari,Pythagorion,Samos stad,Votsalakia,Karlovassi,Santorini,Kamari & Agia Paraskevi,Perivolos & Perissa,Caldera,Vlychada,Naxos,Naxos stad,Agia Anna,Agios Prokopios,Plaka Beach & Mikri Vigla,Paros,Lefkas,Paleros,Mytikas,Zagoria,Ammoudia,Ios,Pserimos,Antiparos,Symi,Perdika & Karavostasi,Zakynthos,Argassi,Tsilivi,Kalamaki,Laganas,Alykes,Tragaki,Preveza,Vrachos,Limnos"
apollo,Göteborg,Frankrike,"Nice,Paris"
apollo,Göteborg,Spanien,"Madrid,Barcelona,Alicante,Costa del Sol,Estepona,Torremolinos & Benalmadena,Fuengirola,Nerja,Benamocarra & Viñuela,Marbella & Puerto Banus,Malaga,Mallorca,Alcudia & Playa de Muro,Cala Millor,Playa de Palma,Palma,Palma Nova & Magaluf,Puerto de Sóller,Lanzarote,Playa Blanca,Puerto del Carmen,Teneriffa,Los Gigantes & Playa de la Arena,Puerto de la Cruz,Playa de las Americas,Callao Salvaje,Golf del Sur,Los Cristianos,Kryssningar,La Gomera,Gran Canaria,Las Palmas,Puerto de Mogán & Taurito,Playa del Inglés,Puerto Rico,Salobre,Meloneras,San Agustín,Maspalomas,Arguineguin/Patalavaca,Bahia Feliz,Playa de Amadores,Fuerteventura,Caleta de Fuste,Corralejo,Costa Calma & Tarajalejo,El Cotillo & Majanicho,Jandia,Playitas Resort"
apollo,Göteborg,Norge,"Oslo,"
apollo,Göteborg,Finland,"Helsingfors,"
apollo,Göteborg,Danmark,"Köpenhamn,"
apollo,Göteborg,Turkiet,"Istanbul,Alanya,Side"
apollo,Göteborg,Malta,"Malta,"
apollo,Göteborg,Estland,"Tallinn,"
apollo,Göteborg,Lettland,"Riga,"
apollo,Göteborg,Tjeckien,"Prag,"
apollo,Göteborg,Ungern,"Budapest,"
apollo,Göteborg,Irland,"Dublin,"
apollo,Göteborg,Italien,"Rom,Venedig,Sardinien"
apollo,Göteborg,Polen,"Gdansk,Krakow,Warszawa"
apollo,Göteborg,Storbritannien,"London,Edinburgh,Manchester"
apollo,Göteborg,Tyskland,"Berlin,"
apollo,Göteborg,Holland,"Amsterdam,"
apollo,Göteborg,Österrike,"Wien,"
apollo,Göteborg,Kroatien,"Makarska rivieran,Makarska,Tucepi,Podgora,Baska Voda,Split & Podstrana,Dubrovnik,Brac,Skärgårdskryssningar,Omis riviera"
apollo,Göteborg,Portugal,"Estoril och Cascais,Ericeira,Lissabon,Paco de Arcos,Madeira,Funchal"
apollo,Göteborg,Cypern,"Ayia Napa,Fig Tree Bay,Paphos,Limassol,Coral Bay"
apollo,Göteborg,Albanien,"Saranda,"
apollo,Göteborg,Sydafrika,"Kapstaden,"
apollo,Göteborg,Mauritius,"Mauritius,"
apollo,Göteborg,Marocko,"Marrakech,"
apollo,Göteborg,Egypten,"Hurghada,Sahl Hasheesh,Abu Soma"
apollo,Göteborg,Japan,"Tokyo,Hokkaido"
apollo,Göteborg,Singapore,"Singapore,"
apollo,Göteborg,Förenade Arabemiraten,"Ajman,Dubai,Jumeirah Beach & Dubai Marina,Dubai Palm Jumeirah,Dubai Jebel Ali,Bur Dubai & Deira,Dubai Al Barsha & Barsha Heights,Ras Al Khaimah"
apollo,Göteborg,Thailand,"Hua Hin,Phuket,Kata Beach,Kata Noi Beach,Nai Harn Beach,Thalang,Karon Beach,Bangtao Beach,Khao Lak,Bangkok"
apollo,Göteborg,Malaysia,"Langkawi,"
apollo,Göteborg,Maldiverna,"Maldiverna,"
apollo,Göteborg,Sri Lanka,"Kosgoda,Galle,Negombo,Hikkaduwa"
apollo,Göteborg,USA,"New York,Fort Lauderdale,Miami,Washington,San Francisco,Los Angeles,Boston,Chicago"
apollo,Göteborg,Curaçao,"Curaçao,"
apollo,Göteborg,Mexiko,"Cancun,Costa Mujeres"
apollo,Göteborg,Aruba,"Aruba,"
apollo,Göteborg,Dominikanska republiken,"Punta Cana,"
apollo,Göteborg,Kanada,"British Columbia,"
apollo,Göteborg,Brasilien,"Rio de Janeiro,"
apollo,Malmö,Grekland,"Parga,Sivota,Lefkas,Paleros,Mytikas,Kanali,Rhodos,Afandou & Kolymbia,Rhodos stad,Kalithea & Faliraki,Ialyssos,Ixia & Kremasti,Lindos,Lardos,Kiotari & Pefkos,Ioannina,Zagoria,Ammoudia,Perdika & Karavostasi,Preveza,Vrachos,Kreta,Kato Stalos,Platanias,Rethymnon stad,Rethymnon kust,Plakias,Gerani"
apollo,Malmö,Kroatien,"Makarska rivieran,Makarska,Tucepi,Podgora,Split & Podstrana,Brac,Skärgårdskryssningar"
apollo,Köpenhamn,Grekland,"Kos,Kos stad,Lambi,Kardamena,Tigaki & Marmari,Psalidi,Samos,Karlovassi,Kokkari,Pythagorion,Samos stad,Votsalakia,Kreta,Gerani,Georgioupolis,Kolymbari,Platanias,Rethymnon kust,Rethymnon stad,Kato Stalos,Almyrida & Kalives,Agia Marina,Kastelli,Agii Apostoli,Sitia,Makrigialos/Koutsouras,Palekastro,Maleme,Paleochora,Anissaras,Hersonissos,Stalis & Malia,Agios Nikolaos,Gouves,Ierapetra & Koutsounari,Chania Stad,Plakias,Kokkini Chani,Topptursåkning,Santorini,Kamari & Agia Paraskevi,Perivolos & Perissa,Caldera,Vlychada,Skiathos,Vasilias,Skiathos Stad,Koukounaries,Megali Ammos,Achladies,Kanapitsa & Kalamaki,Aselinos,Kolios,Agia Paraskevi,Troulos,Rhodos,Afandou & Kolymbia,Lindos,Ialyssos,Ixia & Kremasti,Kalithea & Faliraki,Rhodos stad,Lardos,Kiotari & Pefkos,Lesvos,Plomari,Molyvos,Petra,Mitilini,Limnos,Ammoudia,Lefkas,Parga,Sivota,Kanali,Paleros,Ioannina,Mytikas,Zakynthos,Argassi,Tsilivi,Kalamaki,Laganas,Tragaki,Alykes,Tilos,Karpathos,Amopi,Karpathos stad,Lefkos,Thessaloniki,Kalymnos,Korfu,Agios Georgios,Agios Ioannis Peristeron,Gouvia & Kontokali,Moraitika,Dassia & Ipsos,Barbati,Benitses,Korfu Stad,Sidari,Alonissos,Naxos,Naxos stad,Agia Anna,Agios Prokopios,Plaka Beach & Mikri Vigla,Paros,Skopelos,Paxos,Ios,Zagoria,Pserimos,Antiparos,Symi,Perdika & Karavostasi,Preveza,Vrachos,Parnassos,Aten"
apollo,Köpenhamn,Frankrike,"Nice,Paris,Korsika"
apollo,Köpenhamn,Spanien,"Madrid,Barcelona,Alicante,Ibiza,Costa del Sol,Estepona,Torremolinos & Benalmadena,Fuengirola,Nerja,Benamocarra & Viñuela,Marbella & Puerto Banus,Malaga,Mallorca,Alcudia & Playa de Muro,Cala Millor,Playa de Palma,Palma,Palma Nova & Magaluf,Puerto de Sóller,Fuerteventura,Corralejo,El Cotillo & Majanicho,Playitas Resort,Caleta de Fuste,Costa Calma & Tarajalejo,Jandia,Menorca,Gran Canaria,Puerto de Mogán & Taurito,San Agustín,Las Palmas,Playa del Inglés,Puerto Rico,Maspalomas,Arguineguin/Patalavaca,Meloneras,Salobre,Playa de Amadores,Bahia Feliz,Lanzarote,Playa Blanca,Puerto del Carmen,Teneriffa,Los Gigantes & Playa de la Arena,Puerto de la Cruz,Playa de las Americas,Callao Salvaje,Los Cristianos,Golf del Sur,Kryssningar,La Gomera"
apollo,Köpenhamn,Norge,"Oslo,"
apollo,Köpenhamn,Finland,"Helsingfors,"
apollo,Köpenhamn,Turkiet,"Istanbul,Alanya,Side,Erciyes"
apollo,Köpenhamn,Malta,"Malta,"
apollo,Köpenhamn,Estland,"Tallinn,"
apollo,Köpenhamn,Lettland,"Riga,"
apollo,Köpenhamn,Tjeckien,"Prag,"
apollo,Köpenhamn,Ungern,"Budapest,"
apollo,Köpenhamn,Irland,"Dublin,"
apollo,Köpenhamn,Italien,"Rom,Venedig,Florens,Pisa,Sardinien,Sicilien,Alagna"
apollo,Köpenhamn,Polen,"Gdansk,Krakow,Warszawa"
apollo,Köpenhamn,Storbritannien,"London,Edinburgh,Manchester"
apollo,Köpenhamn,Tyskland,"Berlin,"
apollo,Köpenhamn,Holland,"Amsterdam,"
apollo,Köpenhamn,Österrike,"Wien,"
apollo,Köpenhamn,Kroatien,"Makarska rivieran,Makarska,Tucepi,Podgora,Baska Voda,Split & Podstrana,Pula,Dubrovnik,Brac,Skärgårdskryssningar,Omis riviera"
apollo,Köpenhamn,Cypern,"Paphos,Limassol,Ayia Napa,Fig Tree Bay,Coral Bay"
apollo,Köpenhamn,Albanien,"Saranda,Durres Riviera"
apollo,Köpenhamn,Montenegro,"Tivat,"
apollo,Köpenhamn,Bulgarien,"Sunny Beach,Sveti Vlas,Nessebar,Sozopol"
apollo,Köpenhamn,Portugal,"Estoril och Cascais,Ericeira,Vila Real de Santo Antonio,Lissabon,Paco de Arcos,Tavira,Albufeira,Madeira,Funchal"
apollo,Köpenhamn,Georgien,"Gudauri,"
apollo,Köpenhamn,Sydafrika,"Kapstaden,"
apollo,Köpenhamn,Tunisien,"Hammamet,Sousse"
apollo,Köpenhamn,Mauritius,"Mauritius,"
apollo,Köpenhamn,Marocko,"Marrakech,Agadir"
apollo,Köpenhamn,Egypten,"Hurghada,Sahl Hasheesh,Abu Soma"
apollo,Köpenhamn,Gambia,"Gambia,"
apollo,Köpenhamn,Japan,"Tokyo,Hokkaido"
apollo,Köpenhamn,Singapore,"Singapore,"
apollo,Köpenhamn,Förenade Arabemiraten,"Ajman,Dubai,Jumeirah Beach & Dubai Marina,Dubai Jebel Ali,Bur Dubai & Deira,Dubai Palm Jumeirah,Dubai Al Barsha & Barsha Heights,Ras Al Khaimah"
apollo,Köpenhamn,Thailand,"Hua Hin,Phuket,Kata Beach,Kata Noi Beach,Nai Harn Beach,Thalang,Karon Beach,Bangtao Beach,Khao Lak,Bangkok,Koh Lanta,Krabi,Ao Nang,Klong Muang"
apollo,Köpenhamn,Malaysia,"Langkawi,"
apollo,Köpenhamn,Maldiverna,"Maldiverna,"
apollo,Köpenhamn,Indonesien,"Bali,"
apollo,Köpenhamn,Sri Lanka,"Kosgoda,Galle,Negombo,Hikkaduwa"
apollo,Köpenhamn,Vietnam,"Saigon,Phan Thiet"
apollo,Köpenhamn,Indien,"Goa,"
apollo,Köpenhamn,USA,"New York,Fort Lauderdale,Miami,Washington,San Francisco,Los Angeles,Boston,Chicago"
apollo,Köpenhamn,Curaçao,"Curaçao,"
apollo,Köpenhamn,Aruba,"Aruba,"
apollo,Köpenhamn,St Martin,"St Martin,"
apollo,Köpenhamn,Dominikanska republiken,"Punta Cana,"
apollo,Köpenhamn,Mexiko,"Cancun,Costa Mujeres"
apollo,Köpenhamn,Costa Rica,"Costa Rica,"
apollo,Köpenhamn,Kanada,"British Columbia,"
apollo,Köpenhamn,Brasilien,"Rio de Janeiro,"
apollo,Åre/Östersund,Grekland,"Kreta,Almyrida & Kalives,Agii Apostoli,Georgioupolis,Kato Stalos,Platanias,Rethymnon stad,Rethymnon kust,Plakias,Agia Marina,Gerani,Kolymbari"
apollo,Visby,Frankrike,"Nice,"
apollo,Visby,Spanien,"Madrid,Barcelona,Alicante,Mallorca,Alcudia & Playa de Muro,Playa de Palma,Cala Millor,Palma,Palma Nova & Magaluf,Puerto de Sóller"
apollo,Visby,Malta,"Malta,"
apollo,Visby,Italien,"Rom,Venedig"
apollo,Visby,Storbritannien,"London,"
apollo,Visby,Grekland,"Kanali,Lefkas,Parga,Zagoria,Sivota,Ammoudia,Preveza,Paleros,Perdika & Karavostasi,Ioannina,Mytikas,Vrachos,Kreta,Almyrida & Kalives,Agii Apostoli,Georgioupolis,Kato Stalos,Kolymbari,Platanias,Rethymnon stad,Rethymnon kust,Plakias,Agia Marina,Gerani"
apollo,Växjö,Spanien,"Mallorca,Alcudia & Playa de Muro,Playa de Palma,Cala Millor,Palma,Palma Nova & Magaluf,Costa del Sol,Estepona,Torremolinos & Benalmadena,Nerja,Benamocarra & Viñuela,Marbella & Puerto Banus,Fuengirola"
apollo,Umeå,Frankrike,"Nice,Paris"
apollo,Umeå,Spanien,"Madrid,Barcelona,Alicante,Costa del Sol,Estepona,Torremolinos & Benalmadena,Fuengirola,Nerja,Benamocarra & Viñuela,Marbella & Puerto Banus,Malaga,Mallorca,Cala Millor,Alcudia & Playa de Muro,Palma,Playa de Palma,Palma Nova & Magaluf,Puerto de Sóller"
apollo,Umeå,Norge,"Oslo,"
apollo,Umeå,Finland,"Helsingfors,"
apollo,Umeå,Danmark,"Köpenhamn,"
apollo,Umeå,Malta,"Malta,"
apollo,Umeå,Italien,"Rom,Venedig"
apollo,Umeå,Bulgarien,"Sunny Beach,Sveti Vlas,Nessebar,Sozopol"
apollo,Umeå,Tjeckien,"Prag,"
apollo,Umeå,Polen,"Krakow,"
apollo,Umeå,Storbritannien,"London,"
apollo,Umeå,Tyskland,"Berlin,"
apollo,Umeå,Holland,"Amsterdam,"
apollo,Umeå,Japan,"Tokyo,"
apollo,Skellefteå,Spanien,"Costa del Sol,Estepona,Torremolinos & Benalmadena,Fuengirola,Nerja,Benamocarra & Viñuela,Marbella & Puerto Banus,Malaga"
apollo,Skellefteå,Grekland,"Kreta,Agia Marina,Agii Apostoli,Gerani,Georgioupolis,Kato Stalos,Kolymbari,Platanias,Rethymnon stad,Rethymnon kust,Plakias,Kastelli,Almyrida & Kalives,Lefkas,Parga,Sivota,Ammoudia,Karpathos,Amopi,Karpathos stad"
apollo,Örebro,Grekland,"Kreta,Anissaras,Rethymnon stad,Rethymnon kust,Plakias,Agios Nikolaos,Parga,Sivota"
apollo,Örebro,Albanien,"Saranda,"
apollo,Norrköping,Grekland,"Lefkas,Parga,Sivota,Ammoudia,Kanali,Paleros,Mytikas,Ioannina,Zagoria,Perdika & Karavostasi,Preveza,Vrachos,Kreta,Almyrida & Kalives,Agii Apostoli,Kato Stalos,Platanias,Rethymnon stad,Rethymnon kust,Plakias,Agia Marina,Gerani,Karpathos,Amopi,Karpathos stad"
apollo,Norrköping,Kroatien,"Makarska rivieran,Baska Voda,Makarska,Podgora,Tucepi,Split & Podstrana,Brac"
apollo,Luleå,Frankrike,"Nice,Paris"
apollo,Luleå,Spanien,"Madrid,Barcelona,Alicante,Mallorca,Alcudia & Playa de Muro,Cala Millor,Playa de Palma,Palma,Palma Nova & Magaluf,Puerto de Sóller,Costa del Sol,Estepona,Torremolinos & Benalmadena,Fuengirola,Nerja,Benamocarra & Viñuela,Marbella & Puerto Banus,Malaga"
apollo,Luleå,Norge,"Oslo,"
apollo,Luleå,Finland,"Helsingfors,"
apollo,Luleå,Danmark,"Köpenhamn,"
apollo,Luleå,Malta,"Malta,"
apollo,Luleå,Tjeckien,"Prag,"
apollo,Luleå,Italien,"Rom,Venedig"
apollo,Luleå,Polen,"Krakow,"
apollo,Luleå,Storbritannien,"London,"
apollo,Luleå,Tyskland,"Berlin,"
apollo,Luleå,Holland,"Amsterdam,"
apollo,Luleå,Bulgarien,"Sunny Beach,Sveti Vlas,Nessebar,Sozopol"
apollo,Luleå,Albanien,"Saranda,"
apollo,Luleå,Grekland,"Parga,Sivota"
